gene,pcc,n_units,pcc_A1,pcc_A2,pcc_A3,pcc_A4,pcc_A5,pcc_A6,pcc_B1,pcc_B2,pcc_B3,pcc_B4,pcc_B5,pcc_B6,pcc_C1,pcc_C2,pcc_C3,pcc_C4,pcc_C5,pcc_C6,pcc_D1,pcc_D2,pcc_D3,pcc_D4,pcc_D5,pcc_D6,pcc_E1,pcc_E2,pcc_E3,pcc_F1,pcc_F2,pcc_F3,pcc_G1,pcc_G2,pcc_G3,pcc_H1,pcc_H2,pcc_H3
ADI1,0.14039583656833404,36,0.06394040584564209,0.04207265004515648,0.01359577476978302,0.03881078213453293,0.004786420613527298,0.01915385201573372,0.1324956715106964,0.248228058218956,0.2636118531227112,0.2794930338859558,0.11415588855743408,0.29044294357299805,0.26325929164886475,0.19829061627388,0.19173885881900787,0.2010713517665863,0.23306527733802795,0.2145300805568695,0.23406338691711426,0.1717405468225479,0.25806987285614014,0.31790784001350403,0.09941547363996506,0.21720504760742188,0.02423672005534172,-0.018530279397964478,0.035246919840574265,-0.041949015110731125,-0.014152315445244312,-0.042000457644462585,0.16670472919940948,0.2335251271724701,0.18729586899280548,0.17354638874530792,0.14202627539634705,0.09715517610311508
AEBP1,-0.07574625339152084,36,-0.14761334657669067,-0.11831673979759216,-0.13061578571796417,-0.058168891817331314,-0.16783924400806427,-0.18549929559230804,-0.051712725311517715,-0.1260877549648285,0.004560953006148338,-0.12418709695339203,-0.053322795778512955,-0.024753155186772346,-0.18890415132045746,-0.05017683655023575,-0.19626455008983612,-0.13454408943653107,0.03212250396609306,-0.06143241003155708,-0.34119951725006104,-0.08963155001401901,-0.17224983870983124,-0.15542304515838623,-0.16253317892551422,-0.1990409642457962,0.00726996548473835,-0.11797980964183807,-0.05958929657936096,-0.09504463523626328,-0.08135807514190674,-0.1439584493637085,0.049573127180337906,0.06270472705364227,0.15599292516708374,0.06472843140363693,0.1510206162929535,0.18260885775089264
AES,0.07891088263164016,36,-0.043740514665842056,-0.045461732894182205,0.13342693448066711,-0.06115799397230148,-0.12792401015758514,0.04367303475737572,0.12044923007488251,0.1573461890220642,0.16724134981632233,0.14744500815868378,0.14888811111450195,0.25877565145492554,0.2222408652305603,0.14199349284172058,0.09517408162355423,0.08680467307567596,0.044878944754600525,0.06456588953733444,-0.052684884518384933,0.18267524242401123,0.05381688103079796,0.11225544661283493,0.08671827614307404,0.07295561581850052,-0.0184601042419672,-0.11741012334823608,0.0008183138561435044,-0.040395207703113556,-0.0372738242149353,0.012488903477787971,0.17507807910442352,0.15736733376979828,0.17284584045410156,0.19122056663036346,0.1770348995923996,0.15712131559848785
AGAP2,-0.0044656692932929015,36,-0.04805059731006622,-0.09450626373291016,-0.056085262447595596,0.02636128105223179,-0.05700070783495903,-0.021959099918603897,-0.03011101856827736,0.15749973058700562,-0.06566761434078217,-0.06619364023208618,-0.04314339533448219,0.052940115332603455,-0.019157707691192627,-0.06724727153778076,0.010832441970705986,0.05099457874894142,-0.0834258645772934,-0.24545803666114807,-0.05998208001255989,0.12254983931779861,-0.010334250517189503,-0.07493501901626587,0.04324260726571083,0.07285550981760025,0.07953747361898422,0.051067426800727844,0.024896863847970963,-0.046885810792446136,-0.0009400347480550408,0.024661201983690262,0.08296436816453934,-0.014720121398568153,-0.029570497572422028,0.06937495619058609,0.10892918705940247,-0.0040973820723593235
AGO2,0.0965027396580101,36,0.010316526517271996,0.14594976603984833,0.023235246539115906,0.16431628167629242,0.02289222553372383,0.13897496461868286,0.08264123648405075,0.013201315887272358,0.1431436836719513,0.10352518409490585,0.07272133231163025,0.10347944498062134,0.1724359393119812,0.21427403390407562,0.11748694628477097,0.08838853985071182,0.1573011428117752,0.17712576687335968,0.09645511955022812,0.09010891616344452,0.12820427119731903,0.12271517515182495,0.1602383852005005,0.10818049311637878,-0.04175781086087227,-0.02036045677959919,0.07507090270519257,-0.024347100406885147,-0.0027059537824243307,0.06683413684368134,0.1515713632106781,0.08624545484781265,0.09811747819185257,0.1422138661146164,0.1312594711780548,0.15464533865451813
AGPAT2,0.11360030266870227,36,-0.028623180463910103,0.05468714237213135,0.02842663787305355,-0.0552884005010128,-0.013868737034499645,0.03280958905816078,0.1505119800567627,0.1885557621717453,0.07803204655647278,0.2172708660364151,0.06039777770638466,0.19971543550491333,0.2393348664045334,0.13785916566848755,0.1768437772989273,0.17273853719234467,0.1959889829158783,0.13589514791965485,0.08931515365839005,0.29235392808914185,0.1818329393863678,0.3106567859649658,0.246668741106987,0.3065188229084015,0.0038571469485759735,0.021467456594109535,-0.05627052113413811,-0.03580476716160774,-0.03161614388227463,-0.01844426617026329,0.12957943975925446,0.1455179899930954,0.20857872068881989,0.13576503098011017,0.07357452809810638,0.11477251350879669
AGR2,0.12986587952925926,36,0.0661071389913559,-0.01901293732225895,0.050244953483343124,0.051168181002140045,0.04067731276154518,0.11754073202610016,0.25218939781188965,0.27662330865859985,0.2611179053783417,0.42523103952407837,0.2303270399570465,0.460584819316864,0.3131064474582672,0.2924366593360901,0.27447664737701416,0.30034297704696655,0.09476609528064728,0.23962853848934174,0.13324898481369019,0.03710508346557617,0.17313086986541748,0.05220550298690796,0.10568298399448395,0.09728590399026871,-0.046992503106594086,0.019825777038931847,-0.040830958634614944,-0.024011921137571335,-0.04783959686756134,0.04797998070716858,0.14140954613685608,0.0870252251625061,0.08633211255073547,0.11635499447584152,-0.008310544304549694,0.01801396533846855
AHCY,0.10914717273165782,36,0.03077387809753418,0.05293326452374458,0.09976401925086975,0.012726067565381527,0.020026933401823044,0.10587838292121887,0.12790027260780334,0.2512703537940979,0.12496466934680939,0.4166771471500397,0.2694147825241089,0.3447558879852295,0.05512222647666931,0.18849658966064453,0.22014103829860687,0.03807023912668228,0.18009230494499207,0.213355153799057,0.12406100332736969,0.2707776427268982,0.09890738129615784,0.1892326921224594,0.11689833551645279,0.09718228131532669,0.025896232575178146,-0.10819875448942184,-0.0960201695561409,-0.019325360655784607,0.033516354858875275,-0.015191303566098213,0.08708055317401886,0.1226634830236435,0.09120823442935944,0.12615899741649628,0.023903870955109596,0.008183532394468784
AKAP9,0.020955305690424413,36,-0.048162445425987244,0.04386754333972931,0.05140361562371254,0.024349670857191086,0.09052596986293793,0.1103760376572609,-0.013802744448184967,-0.0001183165586553514,-0.11455986648797989,-0.022248590365052223,-0.1980004608631134,-0.03537793084979057,0.09025660902261734,0.03466351702809334,-0.04771643877029419,0.05804527550935745,-0.04172787815332413,-0.04480835050344467,0.08697470277547836,0.06057089567184448,-0.04664793610572815,0.12908658385276794,0.054559946060180664,0.09830372780561447,0.02932274341583252,-0.01161217875778675,0.06553582847118378,-0.014496549032628536,0.02932673878967762,-0.03680415824055672,0.10624939203262329,0.0757618248462677,0.03824812173843384,0.0236152783036232,0.08878539502620697,0.040645431727170944
AKR1A1,0.1461925302994334,36,0.1900814026594162,0.12342551350593567,0.05686325952410698,0.1088925376534462,0.02927696332335472,0.10339146852493286,0.13104993104934692,0.27922677993774414,0.24372974038124084,0.4599122107028961,0.2080388069152832,0.36827346682548523,0.242761492729187,0.20986346900463104,0.14933592081069946,0.16560228168964386,0.3122420310974121,0.1944875568151474,0.01110603753477335,0.16517317295074463,0.13036522269248962,0.1271851360797882,0.2231006771326065,0.19690927863121033,-0.04195304960012436,-0.02328750677406788,0.029078425839543343,-0.03812861070036888,0.022720642387866974,-0.09669394046068192,0.10220394283533096,0.1430106908082962,0.1507275253534317,0.1961943805217743,0.23149995505809784,0.15726427733898163
AKT1S1,0.08740808166718732,36,-0.06550198048353195,-0.010821535252034664,0.020956063643097878,-0.01428050734102726,-0.06343310326337814,0.027043549343943596,0.1235625147819519,0.20195646584033966,0.14965498447418213,0.22816625237464905,0.09544247388839722,0.2702019214630127,0.2517267167568207,0.004206639248877764,0.04897575080394745,0.19459864497184753,0.04486827179789543,0.10367759317159653,0.06360005587339401,0.12641514837741852,0.18000918626785278,0.18925441801548004,0.10881435126066208,0.18912720680236816,-0.02856050431728363,0.04625586047768593,-0.004812588915228844,-0.019166050478816032,-0.025878647342324257,-0.06598600745201111,0.12654228508472443,0.19094222784042358,0.1115843877196312,0.07251396030187607,0.19778543710708618,0.07724949717521667
ALDH16A1,0.06836168053592297,36,0.07585494220256805,0.015302229672670364,0.09601568430662155,0.062175821512937546,0.02549033798277378,-0.06723564863204956,0.08088278025388718,0.15577009320259094,0.17313681542873383,0.09143764525651932,0.14280974864959717,0.29915085434913635,0.09134495258331299,0.1332215964794159,-0.019594287499785423,0.06342113018035889,0.1953788697719574,-0.017178935930132866,0.11614426225423813,-0.09129511564970016,-0.0009297513752244413,0.14811047911643982,0.06688116490840912,0.12636280059814453,-0.0036326732952147722,-0.06987891346216202,-0.047124192118644714,0.017105478793382645,-0.012907843105494976,0.024302860721945763,0.008007031865417957,0.10322824120521545,0.1130020022392273,0.1489459127187729,0.1581498086452484,0.05916431546211243
ALG3,0.14128734261935783,36,0.05686597153544426,0.021680057048797607,0.18511401116847992,0.016396598890423775,0.054054372012615204,0.08623350411653519,0.18175935745239258,0.34145066142082214,0.19816596806049347,0.297099232673645,0.16746100783348083,0.31689828634262085,0.22752660512924194,0.05282658338546753,0.129091277718544,0.20165462791919708,0.173930361866951,0.130637064576149,0.09960749745368958,0.23968350887298584,0.1890004277229309,0.07742192596197128,0.2062079757452011,0.11092958599328995,0.058100853115320206,0.05133393779397011,0.009995702654123306,-0.022373534739017487,-0.010473388247191906,0.03147702291607857,0.18620477616786957,0.21399159729480743,0.23910771310329437,0.22021982073783875,0.18890565633773804,0.15815770626068115
ANGPTL4,-0.0065029160856890185,36,0.05334727093577385,-0.03092498891055584,-0.019136561080813408,-0.07045719772577286,-0.038150738924741745,-0.03286414593458176,0.015697304159402847,0.0036599538289010525,-0.06142498925328255,0.03365583345293999,0.10899651050567627,0.04236369580030441,-0.07213731855154037,-0.003988390322774649,-0.095836341381073,-0.08244572579860687,-0.019675523042678833,-0.04258380085229874,-0.10661321878433228,0.030617142096161842,-0.03602354973554611,-0.05152164399623871,0.008029745891690254,-0.002364363754168153,-0.025795696303248405,-0.058966901153326035,0.03942476958036423,-0.011093932203948498,-0.006088366732001305,-0.03884899988770485,0.058076221495866776,0.08571608364582062,0.07914198189973831,0.08970628678798676,-0.04497688263654709,0.06938149780035019
ANKLE2,0.14542454258642262,36,-0.09244602173566818,0.09379000216722488,0.08531419932842255,0.025672001764178276,0.12317097932100296,0.08337555080652237,0.31588172912597656,0.21605394780635834,0.24386917054653168,0.3243216574192047,0.22104185819625854,0.2774010896682739,0.13464175164699554,0.10273861140012741,0.21556265652179718,0.1898139864206314,-0.03273726627230644,0.19726115465164185,0.19386835396289825,0.2781209349632263,0.19466884434223175,0.16521422564983368,0.13789810240268707,0.2883746922016144,0.0744248703122139,0.02398415096104145,0.024989090859889984,0.02640395425260067,-0.05345791205763817,0.033024150878190994,0.15594971179962158,0.13766524195671082,0.1571052372455597,0.1871870458126068,0.2507210969924927,0.23441468179225922
