gene,pcc,n_units,pcc_fold00_A,pcc_fold01_B,pcc_fold02_C,pcc_fold03_D,pcc_fold04_E,pcc_fold05_F,pcc_fold06_G,pcc_fold07_H
CD3D,0.05510488688014448,8,-0.01719004102051258,0.17457999289035797,0.0658329427242279,0.050473134964704514,0.017338011413812637,-0.03705046325922012,0.06752564758062363,0.11932986974716187
CD4,0.04852846369612962,8,0.011904952116310596,0.11341763287782669,0.09471948444843292,0.031128931790590286,-0.006770685315132141,-0.05687911808490753,0.059306561946868896,0.14139994978904724
CD52,0.034869875817094,8,-0.08728504925966263,0.24104304611682892,0.06326206028461456,0.02355201728641987,0.00350554590113461,-0.08446790277957916,0.003620292292907834,0.11572899669408798
CD68,0.04160419951949734,8,-0.10307517647743225,0.2595416307449341,0.03857579454779625,-0.01588626392185688,0.0011282326886430383,-0.06635342538356781,0.11027505248785019,0.10862775146961212
CD74,-0.05890838126651943,8,-0.03760260343551636,-0.14308801293373108,-0.08004748821258545,0.03616306558251381,-0.0670773983001709,-0.052859045565128326,-0.019929589703679085,-0.10682597756385803
CD79A,0.05878025021229405,8,-0.0011414004256948829,0.16802334785461426,0.07714785635471344,-0.017379751428961754,0.07090900838375092,-0.0320737287402153,0.06517484039068222,0.1395818293094635
CDC20,0.08141490281559527,8,0.06442021578550339,0.07929349690675735,0.0864831730723381,0.12012261152267456,-0.04139256104826927,0.021520277485251427,0.14618712663650513,0.17468488216400146
CDC6,0.08509425085503608,8,0.07054948806762695,0.14215843379497528,0.09213374555110931,0.19860519468784332,0.016547735780477524,-0.009239624254405499,0.06693127751350403,0.10306775569915771
CDH11,0.0018440840067341924,8,0.03782454505562782,0.007438049651682377,0.010488552041351795,0.02773328498005867,-0.031258322298526764,0.01079338975250721,0.013512359000742435,-0.06177918612957001
CDH3,0.0738911044318229,8,0.030110731720924377,0.08960232883691788,0.07757610082626343,0.10608639568090439,-0.029419202357530594,-0.02671230025589466,0.21048220992088318,0.13340257108211517
CDK5RAP1,0.052838395116850734,8,0.030036045238375664,0.19541680812835693,0.06612090766429901,0.11523797363042831,-0.037647902965545654,-0.04008064791560173,0.03474915027618408,0.05887482687830925
