gene,pcc,n_units,pcc_fold00_A,pcc_fold01_B,pcc_fold02_C,pcc_fold03_D,pcc_fold04_E,pcc_fold05_F,pcc_fold06_G,pcc_fold07_H
CENPF,0.0775859176646918,8,0.0639723539352417,0.11646241694688797,0.09216123819351196,0.13679954409599304,-0.01667562685906887,0.039883580058813095,0.0864802747964859,0.10160356014966965
CEP250,0.07267045276239514,8,0.011137407273054123,0.15482613444328308,0.0807846337556839,0.053443532437086105,-0.02671663835644722,0.03236362338066101,0.13737384974956512,0.13815107941627502
CEP55,0.06304847585852258,8,0.006046035792678595,0.13463620841503143,0.08036761730909348,0.09222239255905151,0.004818330053240061,-0.001969162607565522,0.12638550996780396,0.06188087537884712
CERCAM,0.035448556154733524,8,0.0011023234110325575,0.08477173000574112,0.019532356411218643,0.04495563358068466,-0.025444786995649338,-0.034608833491802216,0.10744726657867432,0.08583275973796844
CERS5,0.09935355558991432,8,0.022126954048871994,0.15244874358177185,0.16240711510181427,0.06866789609193802,0.04663066565990448,0.02364398166537285,0.14217591285705566,0.17672717571258545
CES2,0.037873045599553734,8,0.0047830333933234215,0.04904094338417053,0.08905082941055298,-0.007286407519131899,0.02794513665139675,-0.02773505076766014,0.08524845540523529,0.08193742483854294
CFAP36,0.048447232285980135,8,-0.0035685370676219463,0.07846109569072723,0.07428066432476044,0.11793513596057892,-0.0514579676091671,0.04784427210688591,0.046572934836149216,0.07751026004552841
CFDP1,0.1039059842005372,8,0.06932257115840912,0.08310005068778992,0.1451343148946762,0.1433454304933548,-0.013307198882102966,0.07282819598913193,0.15483687818050385,0.1759876310825348
CGGBP1,0.12453143042512238,8,0.07904255390167236,0.23748652637004852,0.20418620109558105,0.14889712631702423,-0.025341752916574478,0.021630598232150078,0.11784668266773224,0.21250350773334503
CHCHD6,0.029753074486507103,8,0.010862477123737335,0.08500699698925018,0.04930533096194267,0.06007183715701103,-0.042349088937044144,0.002828856697306037,0.04783320054411888,0.024464985355734825
CHD1,0.040462142089381814,8,0.03491601347923279,-0.07377500087022781,0.07530907541513443,0.08653723448514938,-0.029270010069012642,0.04533139243721962,0.07231263816356659,0.11233579367399216
CHD6,0.0831909067928791,8,0.05231212079524994,0.1372765600681305,0.12804509699344635,0.08181611448526382,0.0054187774658203125,0.010845139622688293,0.15507210791110992,0.0947413370013237
CHFR,0.10075015266193077,8,0.04057709500193596,0.16707517206668854,0.1474086046218872,0.14712537825107574,-0.0039002657867968082,0.035585127770900726,0.07099024206399918,0.20113986730575562
CHST11,0.03369154816027731,8,0.004508105106651783,0.14783713221549988,0.023817231878638268,0.057673413306474686,-0.01923300325870514,-0.01176980510354042,0.019418057054281235,0.04728125408291817
CIR1,0.01771820340945851,8,-0.03840336203575134,0.01828322559595108,-0.00019230286125093699,0.05683138221502304,0.009893069043755531,0.012698324397206306,0.03138109669089317,0.05125419422984123
CLASRP,0.13851121793777565,8,0.05482957512140274,0.2454833686351776,0.1676703840494156,0.23744717240333557,-0.005211701150983572,-0.0002889671886805445,0.1754457801580429,0.23271413147449493
CLDN3,0.1391739819664508,8,0.0824597179889679,0.27032873034477234,0.23689274489879608,0.16532602906227112,-0.03520755469799042,-0.023872679099440575,0.17619012296199799,0.24127474427223206
CLDN4,0.21750081237405539,8,0.11241156607866287,0.363463431596756,0.326750785112381,0.30920371413230896,-0.06274326145648956,0.0464593768119812,0.3167015314102173,0.32775935530662537
CLU,0.0793273487361148,8,-0.010787312872707844,0.1794755458831787,0.11996541172266006,0.1234862431883812,-0.026932599022984505,-0.03627035766839981,0.1727403849363327,0.11294147372245789
CNN2,0.06754841993097216,8,-0.027323782444000244,-0.011979800648987293,0.16602391004562378,0.11028215289115906,-0.013982249423861504,-0.045236848294734955,0.1823958456516266,0.18020813167095184
COL14A1,0.0008654175762785599,8,0.05487276613712311,-0.007956874556839466,0.013837892562150955,0.0014104911824688315,0.029648808762431145,0.005531065631657839,-0.0059663173742592335,-0.0844544917345047
COL3A1,-0.010683970060199499,8,-0.104489266872406,-0.2910173237323761,0.11468344926834106,0.08786377310752869,0.04205309972167015,0.07699494063854218,0.10769949108362198,-0.11925992369651794
COL4A1,0.006353157572448254,8,-0.032643917948007584,-0.2708212435245514,0.0033959001302719116,0.060270436108112335,0.03570741042494774,0.014745809137821198,0.1196744292974472,0.12049643695354462
COL6A2,-0.040652378462255,8,-0.020287826657295227,-0.22447898983955383,-0.040863774716854095,0.016588378697633743,0.051673274487257004,-0.06299471110105515,0.08838094025850296,-0.13323631882667542
COL8A2,-0.014426123118028045,8,-0.019972508773207664,-0.11462417244911194,0.012624457478523254,0.04079369828104973,-0.032517947256565094,-0.006238994188606739,-0.002361628692597151,0.006888110656291246
COMMD1,0.10740241734310985,8,0.07597479969263077,0.25767603516578674,0.17426913976669312,0.14832709729671478,0.011140957474708557,0.02909889444708824,0.09791821986436844,0.06481419503688812
COMP,-0.06491929874027846,8,-0.06437426805496216,-0.18966354429721832,-0.00022530968999490142,-0.04057811573147774,-0.005952445324510336,-0.06211237981915474,-0.08851207792758942,-0.0679362490773201
COPS7A,0.11226620571687818,8,0.041106030344963074,0.28424230217933655,0.10649445652961731,0.12751120328903198,-0.01518948469310999,0.01300764549523592,0.1726449429988861,0.16831254959106445
COQ4,0.08932585350703448,8,0.007613997906446457,0.2954271733760834,0.1195729598402977,0.08985404670238495,0.01124828215688467,-0.04855958744883537,0.11052998155355453,0.12891997396945953
CORO1A,0.058338166316389106,8,0.02208302728831768,0.1538475751876831,0.03450686112046242,0.03802863508462906,0.0012031783116981387,-0.05665173381567001,0.1128198429942131,0.16086794435977936
CORO1B,0.06543523003347218,8,0.021820837631821632,0.09429636597633362,0.09006035327911377,0.07907886058092117,-0.006649870425462723,-0.04714271053671837,0.1984037458896637,0.09361425787210464
CORO2A,0.09510843711905181,8,0.1040017381310463,0.15216191112995148,0.09403069317340851,0.16049106419086456,-0.01902569644153118,0.04502027854323387,0.09754495322704315,0.12664255499839783
CORO7,0.10449702281039208,8,0.0031034881249070168,0.27508947253227234,0.128249853849411,0.09851115942001343,0.01619476079940796,-0.02400662936270237,0.14893457293510437,0.1898995041847229
COX5A,0.10928151221014559,8,0.07000257074832916,0.2401275485754013,0.15633909404277802,0.21558000147342682,-0.03571948781609535,-0.016972625628113747,0.11892539262771606,0.12596960365772247
CPNE1,0.17354127881117165,8,0.10851563513278961,0.3087194859981537,0.2040998637676239,0.2155584990978241,-0.020915837958455086,0.0175132118165493,0.2579306662082672,0.2969087064266205
CPSF1,0.10368063161149621,8,0.013509377837181091,0.19767479598522186,0.14504580199718475,0.1651490330696106,0.0420849546790123,-0.03992156311869621,0.11753799766302109,0.1883646547794342
CPVL,0.07977207936346531,8,0.04879457876086235,0.16670311987400055,0.08108410239219666,0.04621937498450279,0.035014305263757706,0.061617035418748856,0.0941007137298584,0.10464340448379517
CRABP2,-0.09456888132262975,8,0.053729258477687836,-0.3284147083759308,-0.08156420290470123,-0.00846222136169672,-0.09984170645475388,-0.04830148443579674,-0.040242891758680344,-0.20345309376716614
CRACR2B,0.18162921292241663,8,0.15787465870380402,0.37435102462768555,0.1902841031551361,0.23116366565227509,-0.009320554323494434,0.04836481809616089,0.22063764929771423,0.23967833817005157
CRELD2,0.13011718954658136,8,0.07563920319080353,0.31702420115470886,0.20797282457351685,0.14560113847255707,0.004997716750949621,-0.027019036933779716,0.14532746374607086,0.1713940054178238
CROCC,0.03006373068637913,8,0.006186204496771097,0.012910577468574047,0.02366112731397152,0.042162105441093445,0.023841869086027145,-0.0005558052216656506,0.06744098663330078,0.06486278027296066
CSF1,0.06094208313152194,8,-0.020948169752955437,0.19110050797462463,0.041185006499290466,0.08707571774721146,0.0292377732694149,-0.029771985486149788,0.09273481369018555,0.09692300111055374
CSF1R,0.028049904911313206,8,0.012783059850335121,0.04379657283425331,0.03460337594151497,0.004795917775481939,-0.012718596495687962,-0.012676260434091091,0.009268020279705524,0.14454714953899384
CTDSPL,0.09853518250747584,8,0.032076481729745865,0.14821411669254303,0.13841913640499115,0.16242313385009766,-0.0020562850404530764,-0.037926241755485535,0.14071212708950043,0.2064189910888672
CTIF,0.05006277711072471,8,-0.0021857423707842827,0.15778495371341705,0.05853480473160744,0.008176999166607857,0.0006028617499396205,-0.016065094619989395,0.08519742637872696,0.10845600813627243
CTSK,0.02046505850739777,8,-0.0093160979449749,-0.14511770009994507,0.0908995121717453,0.0932033509016037,-0.0005541369318962097,0.053535714745521545,0.06071900203824043,0.020350823178887367
CTU2,0.04424773185746744,8,0.004753753077238798,0.1255391240119934,0.08383004367351532,0.08373036235570908,-0.020370308309793472,-0.014511493034660816,0.06913172453641891,0.021878648549318314
CUTC,0.0676549255149439,8,0.004151147790253162,0.0954035148024559,0.1442965865135193,0.09654787927865982,-0.0181285347789526,0.01809644140303135,0.08861913532018661,0.11225323379039764
CUX1,0.09917566203512251,8,0.03897935524582863,0.21527644991874695,0.18475717306137085,0.13973192870616913,-0.064390167593956,-0.019493253901600838,0.12733915448188782,0.17120465636253357
CX3CL1,0.1169818255584687,8,0.03309161216020584,0.19717301428318024,0.15785002708435059,0.027028024196624756,0.030307292938232422,-0.027942659333348274,0.2604617476463318,0.25788554549217224
CXCL10,0.11017916197306477,8,0.0031935430597513914,0.3888677954673767,0.09530781209468842,0.1386231929063797,0.021529730409383774,0.04198966920375824,0.01327422820031643,0.17864732444286346
CXXC5,0.11545402486808598,8,0.06924815475940704,0.29012182354927063,0.05999181047081947,0.23207658529281616,-0.00847812369465828,0.015091056004166603,0.11616453528404236,0.14941635727882385
CYP27A1,0.034380326280370355,8,0.0207787174731493,0.07498150318861008,-0.01445938553661108,0.09401647746562958,-0.008062184788286686,-0.04342120513319969,0.05744149908423424,0.0937671884894371
DAPK3,-0.025849546640529297,8,-0.01373432669788599,-0.20134377479553223,0.06796684116125107,0.09138943254947662,-0.050232093781232834,0.0011734472354874015,-0.0019850071985274553,-0.10003089159727097
DCAF6,0.1034212086815387,8,0.11518537998199463,0.14863049983978271,0.12383764982223511,0.15433666110038757,-0.010765770450234413,0.04854455217719078,0.16832762956619263,0.07927306741476059
DCXR,0.1132581839337945,8,0.07361508905887604,0.23956583440303802,0.20673687756061554,0.24622386693954468,-0.03358590975403786,-0.04274217411875725,0.08949986845254898,0.12675201892852783
DDAH1,0.08449579044099664,8,0.06461071223020554,0.2327577918767929,0.10553646087646484,0.11316051334142685,-0.0008110216003842652,0.003048182465136051,0.09972651302814484,0.057937171310186386
DDB2,0.058045924990437925,8,-0.013844970613718033,0.14258530735969543,0.14343300461769104,0.06790696829557419,-0.008170424029231071,0.014442945830523968,0.015480989590287209,0.10253357887268066
DDIT3,0.08265936374664307,8,0.052336566150188446,0.15846475958824158,0.08898260444402695,0.10963381081819534,-0.03794744238257408,0.035355355590581894,0.13114064931869507,0.12330860644578934
DDRGK1,0.06762584438547492,8,0.07119592279195786,0.16828317940235138,0.113247349858284,0.07332558184862137,-0.026147333905100822,-0.019759057089686394,0.09722904115915298,0.063632071018219
DDT,0.09573255153372884,8,0.08046019822359085,0.17860563099384308,0.18799179792404175,0.1835101991891861,-0.0312751866877079,-0.036157503724098206,0.13590054214000702,0.06682473421096802
DEAF1,0.08433146681636572,8,0.09669159352779388,0.11017267405986786,0.13283094763755798,0.10524702072143555,0.04861866682767868,-0.04182520508766174,0.11563761532306671,0.10727842152118683
DENND1A,0.030095882684690878,8,-0.003578200237825513,0.10763897001743317,0.005015336908400059,0.06478579342365265,-0.010306930169463158,-0.03012745827436447,0.07344116270542145,0.03389838710427284
DERL3,0.05158936115913093,8,0.023916639387607574,0.12173985689878464,0.1488015502691269,0.07188260555267334,-0.050948478281497955,-0.028807086870074272,0.057187628000974655,0.06894217431545258
DESI1,0.08212379890028387,8,0.09627922624349594,0.1911531239748001,0.1502332091331482,0.09521400928497314,-0.030087776482105255,0.013401106931269169,0.029549676924943924,0.11124781519174576
DHX16,0.08494316774886101,8,0.0724538117647171,0.1341838389635086,0.1097354143857956,0.10992760211229324,0.01798563078045845,0.00585599523037672,0.10236355662345886,0.12703949213027954
DLG1,0.028835385281126946,8,-0.004287779796868563,-0.018617890775203705,0.020023183897137642,0.01622612588107586,0.034376900643110275,0.012452377006411552,0.09541620314121246,0.07509396225214005
DMAP1,0.11748208874632837,8,0.040302254259586334,0.23066513240337372,0.2192135751247406,0.14957010746002197,0.03964640200138092,-0.0008424352272413671,0.14596852660179138,0.11533314734697342
DNAJB2,0.12785844295285642,8,0.10408215969800949,0.2180245816707611,0.15079763531684875,0.17145971953868866,0.07857205718755722,-0.01583907939493656,0.21613910794258118,0.09963136166334152
DNAJC1,0.1342560310731642,8,0.02628784254193306,0.3210822343826294,0.12773659825325012,0.2684498727321625,-0.004260262008756399,-0.013374731875956059,0.15883712470531464,0.18928956985473633
DNAJC7,0.10550886485725641,8,0.052254561334848404,0.08749593794345856,0.13823248445987701,0.19585086405277252,0.05578966811299324,0.03427281975746155,0.1274046152830124,0.15276996791362762
DOCK6,0.0983816162624862,8,0.04544878751039505,0.20644068717956543,0.10099756717681885,0.07041089236736298,-0.011112084612250328,-0.0026935723144561052,0.12003908306360245,0.2575215697288513
DPH3,0.0477414961787872,8,0.017278730869293213,0.09884119033813477,0.033083025366067886,0.06449785828590393,-0.005131468176841736,0.006109950598329306,0.07108087837696075,0.0961718037724495
DPM2,0.010989542748575332,8,0.0002702934725675732,-0.1755642592906952,0.06896637380123138,0.14470219612121582,-0.01598646119236946,-0.06646553426980972,0.07672989368438721,0.05526383966207504
DPP7,0.08286547451280057,8,0.015780823305249214,0.22785820066928864,0.09429311007261276,0.07849535346031189,0.03972282633185387,-0.047764673829078674,0.1433277577161789,0.111210398375988
DPP9,0.06458115170244128,8,0.04318494349718094,0.1644415706396103,0.06755390018224716,0.02996072545647621,-0.015613135881721973,0.024747362360358238,0.11616842448711395,0.08620542287826538
DPYSL3,0.04999995871912688,8,0.01020041573792696,-0.088009774684906,0.08461841940879822,0.10661346465349197,0.028362931683659554,-0.04031864553689957,0.1596965193748474,0.1388363391160965
DVL1,0.10139010287821293,8,0.1075427234172821,0.24378646910190582,0.13249972462654114,0.1240154355764389,-0.024310406297445297,-0.031476397067308426,0.1632407009601593,0.09582257270812988
EBAG9,0.05992246209643781,8,0.016886698082089424,0.012207536958158016,0.14513586461544037,0.10682899504899979,0.013083179481327534,0.03312051296234131,0.04859901964664459,0.10351788997650146
ECHDC2,0.07630412455182523,8,0.0702240914106369,0.09526750445365906,0.12703964114189148,0.10032463073730469,-0.007684115320444107,-0.008307238109409809,0.10788854211568832,0.12567993998527527
ECM1,0.05697559421241749,8,0.02475995011627674,0.1773061454296112,0.0018434027442708611,-0.007483628578484058,0.02410886064171791,0.06322944164276123,0.09178389608860016,0.08025668561458588
EFEMP2,-0.0020923137199133635,8,0.029787633568048477,-0.057062726467847824,0.021222906187176704,0.04360875114798546,-0.017931371927261353,-0.015769552439451218,0.016298461705446243,-0.0368926115334034
EFHD2,0.056359111331403255,8,0.013557546772062778,0.03720980882644653,0.018286507576704025,0.05467209219932556,0.06261356174945831,-0.013697248883545399,0.1468321830034256,0.13139843940734863
EGFR,0.019205346965463832,8,0.04454267397522926,0.016617896035313606,-0.01883150450885296,0.018070854246616364,-0.0015720033552497625,-0.005139952525496483,0.026527544483542442,0.07342726737260818
EIF1AD,0.06107126518327277,8,0.03601720184087753,0.0908043310046196,0.06573788076639175,0.08424296975135803,-0.005799971520900726,-0.001078414381481707,0.11780647188425064,0.10083965212106705
EIF3B,0.1190078326035291,8,0.005976792424917221,0.2811814546585083,0.09179499745368958,0.0887051671743393,0.01775345392525196,-0.04199737682938576,0.3055839538574219,0.2030642181634903
EIF3F,0.022551975678652525,8,0.02939446270465851,-0.12522058188915253,0.038198307156562805,0.11437628418207169,-0.04004325345158577,0.042034197598695755,0.08044072240591049,0.04123566672205925
EIF3G,0.06045276753138751,8,0.0035143503919243813,0.1945480853319168,0.11364754289388657,0.08209369331598282,0.01207718811929226,-0.06137639284133911,0.10199537128210068,0.03712230175733566
ELN,-0.021451530235935934,8,-0.015352032147347927,-0.07401791214942932,-0.0011623717145994306,-0.004960169550031424,0.026479927822947502,-0.03260233998298645,-0.032349418848752975,-0.037647925317287445
ELOF1,0.06199203443247825,8,0.012356151826679707,0.06371026486158371,0.11437831819057465,0.12854869663715363,0.020093150436878204,-0.044892873615026474,0.10986469686031342,0.09187787026166916
EMC3,0.08872777130454779,8,0.04010297358036041,0.21548689901828766,0.10909926146268845,0.14703406393527985,-0.05315304175019264,0.027490828186273575,0.13717173039913177,0.08658945560455322
ENPP1,0.043244138127192855,8,0.04810747504234314,-0.04968345910310745,0.03738434612751007,0.10370727628469467,0.018959401175379753,0.019905943423509598,0.14919359982013702,0.018378522247076035
EPHB3,0.06023437844123691,8,0.047069061547517776,0.06118045374751091,0.06827527284622192,0.17137978971004486,-0.009235457517206669,-0.018486689776182175,0.10242994129657745,0.059262655675411224
ERAL1,0.08531984471483156,8,0.10768835246562958,0.003577099647372961,0.15373976528644562,0.1451251357793808,-0.01657419092953205,0.022630592808127403,0.096487857401371,0.16988414525985718
ERBB2,0.2175754775526002,8,0.09621480852365494,0.25551939010620117,0.21330320835113525,0.378544420003891,0.006853886879980564,0.21824663877487183,0.26159316301345825,0.31032830476760864
ERI3,0.07096774503588676,8,0.05832599103450775,0.09465358406305313,0.11982409656047821,0.1062280461192131,-0.06274893134832382,-0.04844930022954941,0.17516493797302246,0.12474353611469269
ERMP1,0.11206989217316732,8,0.05721184238791466,0.2566138207912445,0.20434318482875824,0.14536653459072113,-0.007595162373036146,0.010854597203433514,0.08297928422689438,0.14678503572940826
ESR1,0.03001876230700873,8,0.0658712387084961,-0.0184082742780447,0.0034267266746610403,0.009420795366168022,0.010485121048986912,-0.01958545297384262,0.1063925102353096,0.08254743367433548
ETFB,0.07692466885782778,8,-0.010371675714850426,0.19758997857570648,0.18315714597702026,0.04416913166642189,0.032530058175325394,-0.06311090290546417,0.12503358721733093,0.1064000278711319
EVA1B,-0.05538238683948293,8,0.001755544450134039,-0.17739328742027283,-0.031816739588975906,0.009351996704936028,-0.03039657697081566,-0.05514455586671829,-0.07923687994480133,-0.08017859607934952
EXD3,0.08088501775637269,8,0.032673221081495285,0.09781893342733383,0.06351600587368011,0.09889765828847885,0.049122363328933716,0.04127515107393265,0.12551073729991913,0.13826607167720795
EXO1,0.05568481294903904,8,0.0064177075400948524,0.1174636036157608,0.06556722521781921,0.11526354402303696,0.011146441102027893,0.060904283076524734,0.014400407671928406,0.054315291345119476
EXOC5,0.1267000143416226,8,0.06813335418701172,0.27022314071655273,0.19019527733325958,0.13064303994178772,-0.016205620020627975,0.0772320032119751,0.14939771592617035,0.1439812034368515
EXOSC1,0.11422282957937568,8,0.06982295215129852,0.22022004425525665,0.1120588406920433,0.16120725870132446,0.034044425934553146,-0.007018306292593479,0.15175625681877136,0.1716911643743515
EXOSC10,0.1182981722522527,8,0.05874543637037277,0.24058274924755096,0.1519332230091095,0.217021182179451,-0.01482959371060133,-0.003019372932612896,0.1452704519033432,0.1506813019514084
EXOSC2,0.08175027649849653,8,0.04307250306010246,0.21249327063560486,0.09343482553958893,0.0769432932138443,0.04688199609518051,0.04223726689815521,0.03359941020607948,0.1053396463394165
EZH2,0.13095383066684008,8,0.10569944232702255,0.25732508301734924,0.16485218703746796,0.17559891939163208,0.048280708491802216,0.03148911893367767,0.11517878621816635,0.14920639991760254
FAAH,0.11980549612781033,8,0.03041931428015232,0.32254913449287415,0.2234874963760376,0.0819452628493309,-0.006692821625620127,0.04808017611503601,0.08332329243421555,0.17533211410045624
FADS2,0.15842693176819012,8,0.10383287817239761,0.2456202208995819,0.2681574523448944,0.235017329454422,-0.03224775940179825,0.004957859870046377,0.23076562583446503,0.21131184697151184
FAH,0.017935945536009967,8,0.026973340660333633,-0.015429978258907795,0.10248994082212448,0.07466236501932144,-0.011244595050811768,-0.0640966072678566,0.07390225678682327,-0.04376915842294693
FAIM2,0.043958608992397785,8,0.041135355830192566,0.028435293585062027,0.13128061592578888,0.048534270375967026,0.039698272943496704,0.041358985006809235,0.009498173370957375,0.01172790490090847
FAM102A,0.15110429632477462,8,0.07863103598356247,0.3177235424518585,0.14367561042308807,0.2109440714120865,0.026341808959841728,0.044115081429481506,0.15095987915992737,0.23644334077835083
FAM117A,0.12184595013968647,8,0.02218710072338581,0.3305165767669678,0.20104870200157166,0.09035191684961319,0.03741651773452759,0.05115845426917076,0.07110972702503204,0.1709786057472229
FAM118A,0.06113062307849759,8,-0.0008305732044391334,0.16047190129756927,0.017390649765729904,0.04531877115368843,0.026349015533924103,0.0029256297275424004,0.08626122772693634,0.15115836262702942
FAM160B1,0.023881247150711715,8,0.023559514433145523,-0.030385063961148262,0.0479133240878582,0.07718831300735474,-0.02800546959042549,-0.003337717615067959,0.034650277346372604,0.06946679949760437
FAM173A,0.09046614225371741,8,-0.013620576821267605,0.2290003001689911,0.12933523952960968,0.17744943499565125,-0.009376311674714088,0.0025022828485816717,0.11520645022392273,0.09323231875896454
FAM193B,0.18868533289059997,8,0.09849574416875839,0.36572176218032837,0.13486148416996002,0.15692861378192902,0.016544517129659653,0.05426245182752609,0.3277696371078491,0.35489845275878906
FAM213B,0.03403979784343392,8,0.04173629730939865,-0.09089700877666473,0.031072504818439484,0.1448381096124649,-0.0065467339009046555,0.010426531545817852,0.05778846889734268,0.08390021324157715
FAM3A,0.06615699245594442,8,0.01679832860827446,0.15885838866233826,0.08649317175149918,0.07267715036869049,0.01922137476503849,-0.047144122421741486,0.14182133972644806,0.0805303081870079
FAM45A,0.03004836683976464,8,0.026370981708168983,0.03634006157517433,0.03127294406294823,0.050718359649181366,-0.001401812070980668,0.0270463265478611,0.015024494379758835,0.055015578866004944
FAP,-0.017810866818763316,8,0.019929314032197,-0.1495465338230133,-0.024683497846126556,0.027824822813272476,-0.0116195073351264,0.013858155347406864,-0.01457687746733427,-0.003672810271382332
FARP1,0.1309644376160577,8,0.04630488529801369,0.20179402828216553,0.21251875162124634,0.18836157023906708,-0.01554341521114111,0.03284132108092308,0.1414460837841034,0.23999227583408356
FARSB,0.117844186082948,8,0.05994444340467453,0.2647325396537781,0.16336104273796082,0.1739697903394699,0.002836276311427355,-0.01833878643810749,0.17447184026241302,0.12177634239196777
FASN,0.25202673114836216,8,0.22442492842674255,0.36682528257369995,0.27379414439201355,0.39144167304039,-0.034230560064315796,0.19470958411693573,0.2354363203048706,0.36381247639656067
FBF1,0.047219292842783034,8,0.008940876461565495,0.11044363677501678,0.03872423619031906,0.08350434899330139,0.018035244196653366,0.004601656459271908,0.09976224601268768,0.013742097653448582
FBLN2,0.0810096777167928,8,-9.185224189423025e-05,0.14835137128829956,0.028765743598341942,0.15456387400627136,0.015063454397022724,0.00573578430339694,0.1516285240650177,0.14406052231788635
FCER1G,0.053233041893690825,8,-0.02879975736141205,0.19527296721935272,0.05842353776097298,0.07197732478380203,-0.018983516842126846,-0.022706735879182816,0.04425201565027237,0.1264284998178482
FDPS,0.11384807471767999,8,0.0009911139495670795,0.2722170948982239,0.24205294251441956,0.23827454447746277,-0.05982324853539467,-0.003134769620373845,0.0618087537586689,0.15839816629886627
FGFR1,-0.029158876510336995,8,-0.011247488670051098,-0.07858775556087494,-0.01940341107547283,0.045969631522893906,-0.02229861542582512,0.013818074949085712,-0.021327240392565727,-0.14019420742988586
FGFR4,0.10793838236713782,8,0.08079655468463898,0.12245386093854904,0.14368638396263123,0.1629091501235962,-0.0073691620491445065,0.020018195733428,0.16769342124462128,0.17331865429878235
FKBP10,0.0010851058177649975,8,-0.028066443279385567,-0.07827899605035782,0.07722829282283783,0.016284437850117683,-0.06250981241464615,-0.06120028346776962,0.08529772609472275,0.059925924986600876
FKBP8,0.09595258859917521,8,-0.016631443053483963,0.22428762912750244,0.14458610117435455,0.07877679169178009,0.00250287726521492,-0.040743935853242874,0.18889220058918,0.18595048785209656
FLNA,-0.021220723603619263,8,0.0024363382253795862,-0.22545410692691803,-0.03861808404326439,0.0458420068025589,0.015744099393486977,-0.020278573036193848,0.08370805531740189,-0.03314552456140518
FN1,0.14004439115524292,8,-0.018379870802164078,-0.17724961042404175,0.2152862399816513,0.33839166164398193,-0.04578818008303642,0.11522573232650757,0.335584431886673,0.3572847247123718
FNBP4,0.07201229443307966,8,0.012402708642184734,0.13990551233291626,0.10675949603319168,0.05862961709499359,-0.03361517935991287,0.0784948393702507,0.07346834242343903,0.14005301892757416
FOXA1,0.2297504700254649,8,0.15134184062480927,0.419695645570755,0.3163120746612549,0.3177570700645447,-0.013009743764996529,0.11009431630373001,0.2857089042663574,0.2501036524772644
FOXC1,-0.012680741201620549,8,0.015176583081483841,-0.011346482671797276,-0.016056284308433533,0.014001395553350449,-0.0164075568318367,0.006172196473926306,0.0030579324811697006,-0.09604371339082718
FOXP4,0.14468707784544677,8,0.05903023108839989,0.1973068118095398,0.23575128614902496,0.2145785093307495,-0.03440758213400841,0.005429199896752834,0.21402908861637115,0.2657790780067444
FSTL1,0.09149262786377221,8,-0.038403987884521484,0.08746226131916046,0.14341188967227936,0.09400732815265656,-0.010601579211652279,0.052601054310798645,0.2859739065170288,0.11749015003442764
FSTL3,0.016246270592091605,8,0.032553091645240784,-0.025352975353598595,0.020846765488386154,0.11158787459135056,-0.04559534043073654,-0.008840461261570454,0.0467388741672039,-0.001967664109542966
FUOM,0.07237738405819982,8,-0.008670007809996605,0.18209874629974365,0.08702389895915985,0.17187386751174927,0.026904337108135223,-0.01547591295093298,0.06358008831739426,0.07168405503034592
FUS,0.13344138620595913,8,0.12286150455474854,0.1935594230890274,0.21452204883098602,0.1310695856809616,-0.0013698997208848596,-0.010862944647669792,0.18568915128707886,0.2320622205734253
FZD2,0.029348555537580978,8,0.032835740596055984,0.0206068754196167,0.09132193773984909,0.05192090570926666,0.0009391968487761915,-0.03366195783019066,0.00698041683062911,0.06384532898664474
GALK1,0.02628957493288908,8,-0.05290583148598671,0.036284226924180984,-0.0009811506606638432,0.06550583243370056,-0.003926175180822611,-0.0015479977009817958,0.08897297084331512,0.07891472429037094
GANAB,0.13249968877062201,8,0.03450828790664673,0.2178441435098648,0.19814614951610565,0.21256159245967865,-0.020189864560961723,-0.017679205164313316,0.2609001100063324,0.17390629649162292
GAR1,0.08886018820339814,8,0.07757702469825745,0.1991175413131714,0.08982306718826294,0.15880060195922852,-0.041443608701229095,-0.004293109755963087,0.11462099850177765,0.11667899042367935
GAS6,-0.03374117100611329,8,-0.020440831780433655,-0.16865885257720947,0.01940195821225643,0.07095468789339066,0.0981784537434578,-0.027719395235180855,-0.05855333060026169,-0.18309205770492554
GATA3,0.14567203761544079,8,0.058231864124536514,0.20659542083740234,0.07254738360643387,0.23619717359542847,0.006037510000169277,0.07610049098730087,0.2671418786048889,0.24252457916736603
GATC,0.10780863324180245,8,0.05669495090842247,0.1467546820640564,0.20983198285102844,0.18550238013267517,0.014408377930521965,-0.011817237362265587,0.1287308633327484,0.13236306607723236
GBP1,0.11107852938584983,8,0.009471908211708069,0.2989814281463623,0.04865987226366997,0.12762877345085144,0.019703375175595284,0.04836524277925491,0.17841103672981262,0.15740659832954407
GBP2,0.11384639353491366,8,0.037262823432683945,0.29680025577545166,0.12399078905582428,0.13961203396320343,-0.01628163643181324,0.045714475214481354,0.15270908176898956,0.13096332550048828
GBP3,0.07984832325018942,8,0.005883551202714443,0.2436569184064865,0.06075470522046089,0.08872225880622864,-0.04458288103342056,-0.009790592826902866,0.18698905408382416,0.10715357214212418
GBP4,0.012690713469055481,8,-0.011980550363659859,0.04858230799436569,0.000815410865470767,0.0043125334195792675,-0.0012079421430826187,-0.022725528106093407,-0.00014215672854334116,0.08387163281440735
